德兰,刘杰,2016,金爵奖 Golden Goblet Award
胚胎之内 In Embryo,乌尔里奇·汤姆森,2016,金爵奖 Golden Goblet Award
皮绳上的魂,张杨,2016,金爵奖 Golden Goblet Award
追凶者也,曹保平,2016,金爵奖 Golden Goblet Award
盐与火 Salt and Fire,沃纳·赫尔佐格,2016,金爵奖 Golden Goblet Award
丘奇先生 Mr. Church,布鲁斯·贝尔斯福德,2016,金爵奖 Golden Goblet Award
团地 団地,阪本顺治,2016,金爵奖 Golden Goblet Award
"凌晨四点在森林 Las, 4 rano",扬·雅库布·科尔斯基,2016,金爵奖 Golden Goblet Award
汉娜的睡犬 Hannas schlafende Hunde,安德烈亚斯·格鲁伯,2016,金爵奖 Golden Goblet Award
喧哗与骚动 خشم و هیاهو,哈曼·赛耶迪,2016,金爵奖 Golden Goblet Award
恶之花 Pahan kukat,安提·乔金恩,2016,金爵奖 Golden Goblet Award
听见寂静 Höre die Stille,埃德·埃伦伯格,2016,金爵奖 Golden Goblet Award
雾 Hamog,罗斯顿·乔夫,2016,金爵奖 Golden Goblet Award
德州见 Generazione Y,维托·帕尔米耶,2016,金爵奖 Golden Goblet Award
