韦纳 Weiner,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
霍华德叔叔 Uncle Howard,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
缝纫军团 Suited,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
渐冻人生 Gleason,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
"生活，动画 Life, Animated",Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
癫狂！ Nuts!,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
奥德里与戴茜 Audrie &amp; Daisy,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
莱罗伊的故事 Author: The JT LeRoy Story,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
坏孩子 The Bad Kids,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
圣洁地狱 Holy Hell,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
吉姆：詹姆斯·弗利传 Jim: The James Foley Story,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
凯特扮演的克里斯汀 Kate Plays Christine,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
琪琪夜总会 Kiki,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
城镇新生 Newtown,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
身不由己 Trapped,Unkown,2016,纪录片 Documentary,评审团大奖 Grand Jury Prize
一个国家的诞生 The Birth of a Nation,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
自由世界 The Free World,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
南边有你 Southside with You,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
情歌 Lovesong,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
白人女孩 White Girl,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
山羊 Goat,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
公正裁决 Equity,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
塔卢拉 Tallulah,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
乔希 Joshy,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
瑞士军刀男 Swiss Army Man,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
克里斯汀 Christine,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
和你一样 As You Are,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
干涉 The Intervention,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
来自美国的莫里斯 Morris from America,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
其他人 Other People,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
桑拿夜 Spa Night,Unkown,2016,剧情片 Dramatic,评审团大奖 Grand Jury Prize
沙尘暴 عاصفة رملية,阿莉·泽科泽,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
欢·爱,黄尧,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
