贝尔吉卡 Belgica,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
哺乳动物 Mammal,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
无事生非 Aquí no ha pasado nada,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
狂野 Wild,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
婆罗门纳曼 Brahman Naman,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
识骨贤妻 Dobra zena,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
清真之恋 Halal Love (and Sex),Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
我的公园好友 Mi Amiga del Parque,Unkown,2016,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
海陆之间 La cienaga: Entre el mar y la tierra,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
魅惑 Córki dancingu,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
索妮塔 Sonita,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
无栖之地 A Flag Without a Country,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
所有的不眠之夜 Wszystkie nieprzespane noce,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
开明大陆 The Land of the Enlightened,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
情人与独裁者 The Lovers and the Despot,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
索莱达广场 Plaza de la Soledad,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
定居之人 The Settlers,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
天梯：蔡国强的艺术,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
我们是X We Are X,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
当两个世界碰撞时 When Two Worlds Collide,Unkown,2016,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
