幸运儿彼尔 Lykke-Per,"
                            比利·奥古斯特
                        ",2019,天坛奖 Tiantan Award
流浪地球,"
                            郭帆
                        ",2019,天坛奖 Tiantan Award
日暮 Napszállta,"
                            拉斯洛·奈迈施
                        ",2019,天坛奖 Tiantan Award
野梨树 Ahlat Ağacı,"
                            努里·比格·锡兰
                        ",2019,天坛奖 Tiantan Award
音乐家,"
                            西尔扎提·亚合甫
                        ",2019,天坛奖 Tiantan Award
战火球星 Trautmann,"
                            马库斯·H·罗森米勒
                        ",2019,天坛奖 Tiantan Award
本回家了 Ben is Back,"
                            彼得·赫奇斯
                        ",2019,天坛奖 Tiantan Award
"开心点，糟老头 Ilosia aikoja, Mielensäpahoittaja","
                            蒂娜·里米
                        ",2019,天坛奖 Tiantan Award
半世界,"
                            阪本顺治
                        ",2019,天坛奖 Tiantan Award
第十一回,"
                            陈建斌
                        ",2019,天坛奖 Tiantan Award
德黑兰：爱之城 Tehran: City of Love,"
                            阿里·贾比尔安萨里
                        ",2019,天坛奖 Tiantan Award
非正统之路 הבלתי רשמיים,"
                            阿里蓝·玛卡
                        ",2019,天坛奖 Tiantan Award
此地 Iro,"
                            哈迪·默哈黑
                        ",2019,天坛奖 Tiantan Award
恐惧 ഭയാനകം,"
                            加雅拉杰
                        ",2019,天坛奖 Tiantan Award
侍者 The Waiter,"
                            史蒂夫·克里克里斯
                        ",2019,天坛奖 Tiantan Award
拉斯洛·奈迈施 Laszlo Nemes,"
                            牛建荣
                        ",2019,天坛奖 Tiantan Award
阿利斯·塞勒维塔利斯 Aris Servetalis,"
                            陈建斌
                        ",2019,天坛奖 Tiantan Award
弗鲁格·凯哲贝格里 Forough Ghajabagli,"
                            雷志龙
                        ",2019,天坛奖 Tiantan Award
约翰·亨肖 John Henshaw,"
                            牛牛
                        ",2019,天坛奖 Tiantan Award
