蒂娜 Dina,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
童心无归处 Casting JonBenet,基蒂·格林,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
追逐珊瑚 Chasing Coral,杰夫·奥洛威斯基,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
幽灵之城 City of Ghosts,马修·海涅曼,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
德洛丽丝 Dolores,彼得·布拉特,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
伊卡洛斯 Icarus,布莱恩·佛格尔,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
新激进主义 The New Radical,Adam Bhala Lough,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
无人诉说 Nobody Speak: Trials of the Free Press,布莱恩·耐本伯格,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
战利品 Trophy,Shaul Schwarz,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
水与电：一次加州大劫案 Water &amp; Power: A California Heist,玛琳娜·泽诺维奇,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
警队 The Force,彼得·尼克斯,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
寻求 Quest,乔纳森·奥谢夫斯基 ,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
社团 Step,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
坚强之岛 Strong Island,恩斯·福特,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
起身 Unrest,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
谁的街道 Whose Streets?,Unkown,2017,纪录片 Documentary,评审团大奖 Grand Jury Prize
无处为家 I Don't Feel at Home in This World Anymore,梅肯·布莱尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
黄鸟 The Yellow Birds,亚历山大·摩尔,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
见习修女 Novitiate,玛格丽特·贝茨,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
冰雪之行 Walking Out,亚历克斯·史密斯,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
骨瘦如柴 To the Bone,马蒂·诺克森,2017,剧情片 Dramatic,评审团大奖 Grand Jury Prize
