离开的女人 Ang Babaeng Humayo,拉夫·迪亚兹,2016,金狮奖  Golden Lion
第一夫人 Jackie,帕布罗·拉拉因,2016,金狮奖  Golden Lion
悍女 Brimstone,马丁·寇霍文,2016,金狮奖  Golden Lion
时间之旅 Voyage of Time,泰伦斯·马力克,2016,金狮奖  Golden Lion
降临 Arrival,丹尼斯·维伦纽瓦,2016,金狮奖  Golden Lion
牛奶配送员的奇幻人生 На млијечном путу,埃米尔·库斯图里卡,2016,金狮奖  Golden Lion
大洋之间的灯光 The Light Between Oceans,德里克·斯安弗朗斯,2016,金狮奖  Golden Lion
爱乐之城 La La Land,达米恩·查泽雷,2016,金狮奖  Golden Lion
劣质爱情 The Bad Batch,安娜·莉莉·阿米普尔,2016,金狮奖  Golden Lion
夜行动物 Nocturnal Animals,汤姆·福特,2016,金狮奖  Golden Lion
阿兰胡埃斯的美好日子 Les Beaux Jours d'Aranjuez,维姆·文德斯,2016,金狮奖  Golden Lion
女人的一生 Une vie,史蒂芬·布塞,2016,金狮奖  Golden Lion
弗兰兹 Frantz,弗朗索瓦·欧容,2016,金狮奖  Golden Lion
战争天堂 Рай,安德烈·康查洛夫斯基,2016,金狮奖  Golden Lion
野蛮地区 La region salvaje,阿玛特·伊斯卡拉特,2016,金狮奖  Golden Lion
这些天 Questi giorni,朱塞佩·比奇奥尼,2016,金狮奖  Golden Lion
杰出公民 El ciudadano ilustre,马里亚诺·寇恩,2016,金狮奖  Golden Lion
羽毛 Piuma,加斯顿·杜帕拉特,2016,金狮奖  Golden Lion
盲眼的基督 El Cristo ciego,罗恩·约翰逊,2016,金狮奖  Golden Lion
螺纹 Spira mirabilis,克里斯托弗·穆雷,2016,金狮奖  Golden Lion
夜行动物 Nocturnal Animals,玛蒂娜·帕伦蒂,2016,金狮奖  Golden Lion
劣质爱情 The Bad Batch,马西莫·达诺菲,2016,金狮奖  Golden Lion
安德烈·康查洛夫斯基 Andrey Konchalovskiy,汤姆·福特,2016,金狮奖  Golden Lion
阿玛特·伊斯卡拉特 Amat Escalante,安娜·莉莉·阿米普尔,2016,金狮奖  Golden Lion
艾玛·斯通 Emma Stone,战争天堂,2016,金狮奖  Golden Lion
奥斯卡·马丁内兹 Oscar Martínez,野蛮地区,2016,金狮奖  Golden Lion
让-保罗·贝尔蒙多 Jean-Paul Belmondo,爱乐之城,2016,金狮奖  Golden Lion
杰兹·斯科利莫夫斯基 Jerzy Skolimowski,杰出公民,2016,金狮奖  Golden Lion
葆拉·贝尔 Paula Beer,弗兰兹,2016,金狮奖  Golden Lion
阿拉埃迪·斯莱姆 Ala Eddine Slim,我们的终章,2016,金狮奖  Golden Lion
阿米尔·纳得瑞 Amir Naderi,福得利卡·德·季卡莫,2016,金狮奖  Golden Lion
现代驱魔纪实 Liberaci dal Male,彼得·博罗斯,2016,金狮奖  Golden Lion
比利时国王 King of the Belgians,杰西卡·霍普伍德沃思,2016,金狮奖  Golden Lion
树中男孩 Boys in the Trees,Nicholas Verso,2016,金狮奖  Golden Lion
家 Home,菲恩·特罗赫,2016,金狮奖  Golden Lion
修复生命 Réparer les vivants,卡黛儿·基耶维蕾,2016,金狮奖  Golden Lion
穿墙行 לעבור את הקיר,拉玛·布什顿,2016,金狮奖  Golden Lion
灿烂阳光 Seto Surya,Deepak Rauniyar,2016,金狮奖  Golden Lion
迟来的愤怒 Tarde para la ira,劳尔·阿雷瓦洛,2016,金狮奖  Golden Lion
道森市：冰封时光 Dawson City: Frozen Time,比尔·莫里森,2016,金狮奖  Golden Lion
愚行录 愚行録,石川庆,2016,金狮奖  Golden Lion
大大的世界 Koca Dünya,热哈·埃尔坦,2016,金狮奖  Golden Lion
被诅咒的普丁 Maudite Poutine,Karl Lemieux,2016,金狮奖  Golden Lion
圣乔治 São Jorge,马可·马丁,2016,金狮奖  Golden Lion
疟疾 مالاریا,帕维兹·杉席巴奇,2016,金狮奖  Golden Lion
蓝胡子 Kékszakállú,加斯顿·索尔尼基,2016,金狮奖  Golden Lion
隐居者 Die Einsiedler,Ronny Trocker,2016,金狮奖  Golden Lion
伟大的梦想 Il Più Grande Sogno,Michele Vannucci,2016,金狮奖  Golden Lion
苦钱,王兵,2016,金狮奖  Golden Lion
家 Home,菲恩·特罗赫,2016,金狮奖  Golden Lion
心之石 Hjartasteinn,古德蒙达尔·阿诺尔·古德蒙松,2016,金狮奖  Golden Lion
夏日光年 L'estate addosso,加布里埃莱·穆奇诺,2016,金狮奖  Golden Lion
树中男孩 Boys in the Trees,Nicholas Verso,2016,金狮奖  Golden Lion
修复生命 Réparer les vivants,卡黛儿·基耶维蕾,2016,金狮奖  Golden Lion
野蛮地区 La region salvaje,阿玛特·伊斯卡拉特,2016,金狮奖  Golden Lion
法国四日 Jours de France,杰禾姆·贺柏,2016,金狮奖  Golden Lion
这些天 Questi giorni,朱塞佩·比奇奥尼,2016,金狮奖  Golden Lion
离开的女人 Ang Babaeng Humayo,拉夫·迪亚兹,2016,金狮奖  Golden Lion
普通人 Pamilya Ordinaryo,小爱德华多·罗伊,2016,金狮奖  Golden Lion
最后的事 Le ultime cose,Irene Dionisio,2016,金狮奖  Golden Lion
第一夫人 Jackie,克莱尔·西蒙,2016,金狮奖  Golden Lion
入学考试 Le concours,法里鲍兹·坎卡里,2016,金狮奖  Golden Lion
