酷毙了 Dope,瑞克·法穆易瓦,2015,剧情片 Dramatic,评审团大奖 Grand Jury Prize
"人情世故 People, Places, Things",詹姆斯·C·斯特劳斯,2015,剧情片 Dramatic,评审团大奖 Grand Jury Prize
哥哥教我唱的歌 Songs My Brothers Taught Me,Unkown,2015,剧情片 Dramatic,评审团大奖 Grand Jury Prize
始料不及 Unexpected,克里斯·斯万博格,2015,剧情片 Dramatic,评审团大奖 Grand Jury Prize
女巫 The VVitch: A New-England Folktale,罗伯特·艾格斯,2015,剧情片 Dramatic,评审团大奖 Grand Jury Prize
西部慢调 Slow West,约翰·麦卡伦,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
父亲的信徒 Partisan,阿里尔·克莱曼,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
陌生之地 Strangerland,Unkown,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
来信 Umrika,Unkown,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
玻璃之地 Glassland,杰拉德·巴瑞特,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
氯 Cloro,Unkown,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
忧伤思念曲 Chorus,弗朗索瓦·德莱尔,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
禁忌兄妹 De nærmeste,Unkown,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
青藤 Sarmaşik,图尔加·卡拉塞利克,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
公主 Princess,塔莉·埃泽尔,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
第二个妈妈 Que Horas Ela Volta?,安娜·穆拉尔特,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
桑格莉之夏 Sangailes vasara,阿兰蒂·卡瓦特,2015,世界电影单元剧情片 World Cinema Dramatic,评审团大奖 Grand Jury Prize
俄罗斯啄木鸟 The Russian Woodpecker,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
查克·诺里斯对共产主义 Chuck Norris vs Communism,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
大马士革的女孩 A Gay Girl in Damascus: The Amina Profile,苏菲·德拉斯佩,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
被禁的声音 Censored Voices,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
大同,周浩,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
黑马 Dark Horse,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
追梦人 Dreamcatcher,金·隆吉诺托,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
如何改变世界 How to Change the World,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
马龙，听我说 Listen to Me Marlon,斯蒂文·莱利,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
变态公园 Pervert Park,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
塞姆班！ Sembene!,Samba Gadjigo,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
外星来访 The Visit,Unkown,2015,世界电影单元纪录片 World Cinema Documentary,评审团大奖 Grand Jury Prize
