无邪 شیطان وجود ندارد,穆罕默德·拉索罗夫,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
未曾走过的路 The Roads Not Taken,莎莉·波特,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
西伯利亚 Siberia,阿贝尔·费拉拉,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
眼泪之盐 Le Sel des larmes,菲利普·加瑞尔,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
我想藏起来 Volevo nascondermi,乔治奥·迪里蒂,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
第一头牛 First Cow,凯莉·莱卡特,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
亚历山大广场 Berlin Alexanderplatz,布尔汗·奎巴尼,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
从不，很少，有时，总是 Never Rarely Sometimes Always,伊丽莎·希特曼,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
温蒂妮 Undine,克里斯蒂安·佩措尔德,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
日子,蔡明亮,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
删除历史 Effacer l’historique,古斯塔弗·科文,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
所有死者 Todos os Mortos,伯努瓦·德雷平,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
逃走的女人 도망친 여자,马可·杜特拉,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
我的妹妹 Schwesterlein,塞塔诺·葛塔多,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
辐射 Irradiés,洪常秀,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
烂故事 Favolacce,韦罗妮克·雷蒙,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
入侵者 El Prófugo,斯蒂芬妮·楚特,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
列夫·朗道：娜塔莎 DAU. Natasha,潘礼德,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
T,达米亚诺·迪诺森佐,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
从不，很少，有时，总是 Never Rarely Sometimes Always,法比欧·迪诺森佐,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
洪常秀 Sang-soo Hong,娜塔莉娅·梅特,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
埃利奥·杰曼诺 Elio Germano,伊利亚·赫尔扎诺夫斯基,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
葆拉·贝尔 Paula Beer,伊丽莎·希特曼,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
烂故事 Favolacce,逃走的女人,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
列夫·朗道：娜塔莎 DAU. Natasha,我想藏起来,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
菲律宾人 Filipiñana,温蒂妮,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
删除历史 Effacer l’historique,达米亚诺·迪诺森佐,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
管道 Los Conductos,法比欧·迪诺森佐,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
裸体动物 Nackte Tiere,于尔根·俞格斯,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
海伦·米伦 Helen Mirren,古斯塔弗·科文,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
乌尔莱克·奥汀格 Ulrike Ottinger,伯努瓦·德雷平,2020,金熊奖 Golden Berlin Bear ( Goldener Bär )
