再别天堂 Out of Paradise,巴特巴雅尔·绰格索姆 ,2018,金爵奖 Golden Goblet Award
星期五的孩子 Friday's Child,A.J. 爱德华兹,2018,金爵奖 Golden Goblet Award
食肉动物 Carnivores,杰瑞米·雷乃,2018,金爵奖 Golden Goblet Award
找到你,亚尼克·雷乃,2018,金爵奖 Golden Goblet Award
给自己的情书 Dove non ho mai abitato,吕乐,2018,金爵奖 Golden Goblet Award
塔杜萨克女孩 Tadoussac,保罗·弗兰奇,2018,金爵奖 Golden Goblet Award
猫是要抱着的 猫は抱くもの,马丁·拉罗什,2018,金爵奖 Golden Goblet Award
翻译家 Un Traductor,犬童一心,2018,金爵奖 Golden Goblet Award
去曼德勒的路 Så Længe Jeg Lever,塞巴斯蒂安·巴鲁索,2018,金爵奖 Golden Goblet Award
帽子戏法 Hattrick,罗德里戈·巴鲁索 ,2018,金爵奖 Golden Goblet Award
记忆殇口 Dziura w głowie,奥勒·博内代尔,2018,金爵奖 Golden Goblet Award
阿拉姜色,拉马丁·拉瓦菲浦,2018,金爵奖 Golden Goblet Award
"绿草如茵 Grüner wird's nicht, sagte der Gärtner und flog davon",彼得·索布特克,2018,金爵奖 Golden Goblet Award
